"funnel_step","funnel_name","user_ids","platform","age_range","total_usd","rides","cancellations","total_reviews","avg_rating","daily_date"
"3","rides_requested","110597","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","110911","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","109961","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","110476","android","Unknown","","1","1","","","2021-10-10"
"3","rides_requested","110898","android","Unknown","","1","1","","","2021-10-10"
"3","rides_requested","110622","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","110893","android","Unknown","","1","1","","","2021-10-10"
"3","rides_requested","101979","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","101873","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","101846","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","102072","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","103155","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","102478","android","Unknown","","1","1","","","2021-10-10"
"3","rides_requested","102440","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","100692","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","100814","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","100223","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","100892","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","100028","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","101008","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","100502","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","113273","android","Unknown","","1","1","","","2021-10-10"
"3","rides_requested","113550","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","113262","android","Unknown","","1","1","","","2021-10-10"
"3","rides_requested","113384","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","113347","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","113243","android","Unknown","","1","1","","","2021-10-10"
"3","rides_requested","113423","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","113349","android","Unknown","","1","1","","","2021-10-10"
"3","rides_requested","113335","android","Unknown","","1","1","","","2021-10-10"
"3","rides_requested","113280","android","Unknown","","1","1","","","2021-10-10"
"3","rides_requested","113446","android","Unknown","","1","1","","","2021-10-10"
"3","rides_requested","113545","android","Unknown","","1","1","","","2021-10-10"
"3","rides_requested","113308","android","Unknown","","1","1","","","2021-10-10"
"3","rides_requested","113562","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","113228","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","113506","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","113402","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","105497","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","104758","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","105352","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","105046","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","105137","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","103567","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","104259","android","Unknown","","1","0","","","2021-10-10"
"3","rides_requested","104224","ios","18-24","","1","0","","","2021-10-10"
"3","rides_requested","103365","ios","18-24","","1","0","","","2021-10-10"
"3","rides_requested","103937","ios","18-24","","1","0","","","2021-10-10"
"3","rides_requested","104011","ios","18-24","","1","0","","","2021-10-10"
"3","rides_requested","103897","ios","18-24","","1","0","","","2021-10-10"
"3","rides_requested","110540","ios","18-24","","1","0","","","2021-10-10"
"3","rides_requested","110816","ios","18-24","","1","0","","","2021-10-10"
"3","rides_requested","110171","ios","18-24","","1","0","","","2021-10-10"
"3","rides_requested","110946","ios","18-24","","1","0","","","2021-10-10"
"3","rides_requested","110591","ios","18-24","","1","0","","","2021-10-10"
"3","rides_requested","110684","ios","18-24","","1","0","","","2021-10-10"
