"funnel_step","funnel_name","user_ids","platform","age_range","total_usd","rides","cancellations","total_reviews","avg_rating","daily_date"
"3","rides_requested","109330","ios","35-44","","1","1","","","2021-07-14"
"3","rides_requested","109011","ios","35-44","","1","1","","","2021-07-14"
"3","rides_requested","109223","ios","35-44","","1","1","","","2021-07-14"
"3","rides_requested","108947","ios","35-44","","1","1","","","2021-07-14"
"3","rides_requested","109084","ios","35-44","","1","1","","","2021-07-14"
"3","rides_requested","109007","ios","35-44","","1","1","","","2021-07-14"
"3","rides_requested","109317","ios","35-44","","1","1","","","2021-07-14"
"3","rides_requested","109000","ios","35-44","","1","0","","","2021-07-14"
"3","rides_requested","109115","ios","35-44","","1","1","","","2021-07-14"
"3","rides_requested","109174","ios","35-44","","1","0","","","2021-07-14"
"3","rides_requested","108919","ios","35-44","","1","1","","","2021-07-14"
"3","rides_requested","109372","ios","35-44","","1","0","","","2021-07-14"
"3","rides_requested","105063","ios","35-44","","1","0","","","2021-07-14"
"3","rides_requested","105439","ios","35-44","","1","0","","","2021-07-14"
"3","rides_requested","105487","ios","35-44","","1","0","","","2021-07-14"
"3","rides_requested","105028","ios","35-44","","1","0","","","2021-07-14"
"3","rides_requested","104674","ios","35-44","","1","0","","","2021-07-14"
"3","rides_requested","105346","ios","35-44","","1","0","","","2021-07-14"
"3","rides_requested","105335","ios","35-44","","1","0","","","2021-07-14"
"3","rides_requested","105341","ios","35-44","","1","1","","","2021-07-14"
"3","rides_requested","105511","ios","35-44","","1","0","","","2021-07-14"
"3","rides_requested","105036","ios","35-44","","1","0","","","2021-07-14"
"3","rides_requested","103302","ios","35-44","","1","0","","","2021-07-14"
"3","rides_requested","103232","ios","35-44","","1","0","","","2021-07-14"
"3","rides_requested","103329","ios","35-44","","1","0","","","2021-07-14"
"3","rides_requested","102575","ios","35-44","","1","0","","","2021-07-14"
"3","rides_requested","102256","ios","35-44","","1","0","","","2021-07-14"
"3","rides_requested","102558","ios","35-44","","1","0","","","2021-07-14"
"3","rides_requested","102598","ios","35-44","","1","0","","","2021-07-14"
"3","rides_requested","103266","ios","35-44","","1","0","","","2021-07-14"
"3","rides_requested","102618","ios","35-44","","1","0","","","2021-07-14"
