"funnel_step","funnel_name","user_ids","platform","age_range","total_usd","rides","cancellations","total_reviews","avg_rating","daily_date"
"1","downloads","15","android","","","","","","","2021-01-01"
"1","downloads","66","android","","","","","","","2021-01-01"
"1","downloads","26","android","","","","","","","2021-01-01"
"1","downloads","52","android","","","","","","","2021-01-01"
"1","downloads","3","android","","","","","","","2021-01-01"
"1","downloads","29","android","","","","","","","2021-01-01"
"1","downloads","7","android","","","","","","","2021-01-01"
"1","downloads","43","android","","","","","","","2021-01-01"
"1","downloads","27","android","","","","","","","2021-01-01"
"1","downloads","4","android","","","","","","","2021-01-01"
"1","downloads","36","android","","","","","","","2021-01-01"
"1","downloads","11","android","","","","","","","2021-01-01"
"1","downloads","24","android","","","","","","","2021-01-01"
"1","downloads","55","android","","","","","","","2021-01-01"
"1","downloads","28","android","","","","","","","2021-01-01"
"1","downloads","38","android","","","","","","","2021-01-01"
"1","downloads","40","android","","","","","","","2021-01-01"
"1","downloads","13","android","","","","","","","2021-01-01"
"1","downloads","69","android","","","","","","","2021-01-01"
"1","downloads","61","android","","","","","","","2021-01-01"
"1","downloads","33","android","","","","","","","2021-01-01"
"1","downloads","47","android","","","","","","","2021-01-01"
"1","downloads","8","android","","","","","","","2021-01-01"
"1","downloads","67","ios","","","","","","","2021-01-01"
"1","downloads","42","ios","","","","","","","2021-01-01"
"1","downloads","41","ios","","","","","","","2021-01-01"
"1","downloads","46","ios","","","","","","","2021-01-01"
"1","downloads","48","ios","","","","","","","2021-01-01"
"1","downloads","16","ios","","","","","","","2021-01-01"
"1","downloads","17","ios","","","","","","","2021-01-01"
"1","downloads","18","ios","","","","","","","2021-01-01"
"1","downloads","19","ios","","","","","","","2021-01-01"
"1","downloads","20","ios","","","","","","","2021-01-01"
"1","downloads","21","ios","","","","","","","2021-01-01"
"1","downloads","22","ios","","","","","","","2021-01-01"
"1","downloads","23","ios","","","","","","","2021-01-01"
"1","downloads","30","ios","","","","","","","2021-01-01"
"1","downloads","31","ios","","","","","","","2021-01-01"
"1","downloads","32","ios","","","","","","","2021-01-01"
"1","downloads","34","ios","","","","","","","2021-01-01"
"1","downloads","35","ios","","","","","","","2021-01-01"
"1","downloads","62","ios","","","","","","","2021-01-01"
"1","downloads","64","ios","","","","","","","2021-01-01"
"1","downloads","1","ios","","","","","","","2021-01-01"
"1","downloads","68","ios","","","","","","","2021-01-01"
"1","downloads","70","ios","","","","","","","2021-01-01"
"1","downloads","37","ios","","","","","","","2021-01-01"
"1","downloads","44","ios","","","","","","","2021-01-01"
"1","downloads","45","ios","","","","","","","2021-01-01"
"1","downloads","39","ios","","","","","","","2021-01-01"
"1","downloads","49","ios","","","","","","","2021-01-01"
"1","downloads","50","ios","","","","","","","2021-01-01"
"1","downloads","51","ios","","","","","","","2021-01-01"
"1","downloads","53","ios","","","","","","","2021-01-01"
"1","downloads","54","ios","","","","","","","2021-01-01"
"1","downloads","56","ios","","","","","","","2021-01-01"
"1","downloads","57","ios","","","","","","","2021-01-01"
"1","downloads","58","ios","","","","","","","2021-01-01"
"1","downloads","59","ios","","","","","","","2021-01-01"
"1","downloads","65","ios","","","","","","","2021-01-01"
"1","downloads","2","ios","","","","","","","2021-01-01"
"1","downloads","5","ios","","","","","","","2021-01-01"
"1","downloads","6","ios","","","","","","","2021-01-01"
"1","downloads","9","ios","","","","","","","2021-01-01"
"1","downloads","10","ios","","","","","","","2021-01-01"
"1","downloads","12","ios","","","","","","","2021-01-01"
"1","downloads","14","ios","","","","","","","2021-01-01"
"1","downloads","60","web","","","","","","","2021-01-01"
"1","downloads","25","web","","","","","","","2021-01-01"
"1","downloads","63","web","","","","","","","2021-01-01"
"1","downloads","86","android","","","","","","","2021-01-02"
"1","downloads","75","android","","","","","","","2021-01-02"
"1","downloads","136","android","","","","","","","2021-01-02"
"1","downloads","77","android","","","","","","","2021-01-02"
"1","downloads","104","android","","","","","","","2021-01-02"
"1","downloads","102","android","","","","","","","2021-01-02"
"1","downloads","80","android","","","","","","","2021-01-02"
"1","downloads","91","android","","","","","","","2021-01-02"
"1","downloads","89","android","","","","","","","2021-01-02"
"1","downloads","139","android","","","","","","","2021-01-02"
"1","downloads","114","android","","","","","","","2021-01-02"
"1","downloads","111","android","","","","","","","2021-01-02"
"1","downloads","127","android","","","","","","","2021-01-02"
"1","downloads","108","android","","","","","","","2021-01-02"
"1","downloads","95","android","","","","","","","2021-01-02"
"1","downloads","120","android","","","","","","","2021-01-02"
"1","downloads","143","android","","","","","","","2021-01-02"
"1","downloads","121","android","","","","","","","2021-01-02"
"1","downloads","126","android","","","","","","","2021-01-02"
"1","downloads","141","ios","","","","","","","2021-01-02"
"1","downloads","72","ios","","","","","","","2021-01-02"
"1","downloads","74","ios","","","","","","","2021-01-02"
"1","downloads","76","ios","","","","","","","2021-01-02"
"1","downloads","78","ios","","","","","","","2021-01-02"
"1","downloads","79","ios","","","","","","","2021-01-02"
"1","downloads","81","ios","","","","","","","2021-01-02"
"1","downloads","82","ios","","","","","","","2021-01-02"
"1","downloads","84","ios","","","","","","","2021-01-02"
"1","downloads","85","ios","","","","","","","2021-01-02"
"1","downloads","87","ios","","","","","","","2021-01-02"
"1","downloads","88","ios","","","","","","","2021-01-02"
"1","downloads","90","ios","","","","","","","2021-01-02"
"1","downloads","92","ios","","","","","","","2021-01-02"
"1","downloads","93","ios","","","","","","","2021-01-02"
"1","downloads","96","ios","","","","","","","2021-01-02"
"1","downloads","97","ios","","","","","","","2021-01-02"
"1","downloads","98","ios","","","","","","","2021-01-02"
"1","downloads","100","ios","","","","","","","2021-01-02"
"1","downloads","101","ios","","","","","","","2021-01-02"
"1","downloads","103","ios","","","","","","","2021-01-02"
"1","downloads","106","ios","","","","","","","2021-01-02"
"1","downloads","109","ios","","","","","","","2021-01-02"
"1","downloads","110","ios","","","","","","","2021-01-02"
"1","downloads","112","ios","","","","","","","2021-01-02"
"1","downloads","113","ios","","","","","","","2021-01-02"
"1","downloads","115","ios","","","","","","","2021-01-02"
"1","downloads","116","ios","","","","","","","2021-01-02"
"1","downloads","117","ios","","","","","","","2021-01-02"
"1","downloads","119","ios","","","","","","","2021-01-02"
"1","downloads","123","ios","","","","","","","2021-01-02"
"1","downloads","124","ios","","","","","","","2021-01-02"
"1","downloads","125","ios","","","","","","","2021-01-02"
"1","downloads","128","ios","","","","","","","2021-01-02"
"1","downloads","129","ios","","","","","","","2021-01-02"
"1","downloads","130","ios","","","","","","","2021-01-02"
"1","downloads","132","ios","","","","","","","2021-01-02"
"1","downloads","133","ios","","","","","","","2021-01-02"
"1","downloads","134","ios","","","","","","","2021-01-02"
"1","downloads","135","ios","","","","","","","2021-01-02"
"1","downloads","137","ios","","","","","","","2021-01-02"
"1","downloads","138","ios","","","","","","","2021-01-02"
"1","downloads","140","ios","","","","","","","2021-01-02"
"1","downloads","142","ios","","","","","","","2021-01-02"
"1","downloads","144","ios","","","","","","","2021-01-02"
"1","downloads","145","ios","","","","","","","2021-01-02"
"1","downloads","105","web","","","","","","","2021-01-02"
"1","downloads","99","web","","","","","","","2021-01-02"
"1","downloads","118","web","","","","","","","2021-01-02"
"1","downloads","107","web","","","","","","","2021-01-02"
"1","downloads","122","web","","","","","","","2021-01-02"
"1","downloads","131","web","","","","","","","2021-01-02"
"1","downloads","71","web","","","","","","","2021-01-02"
"1","downloads","73","web","","","","","","","2021-01-02"
"1","downloads","83","web","","","","","","","2021-01-02"
"1","downloads","94","web","","","","","","","2021-01-02"
"1","downloads","149","android","","","","","","","2021-01-03"
"1","downloads","150","android","","","","","","","2021-01-03"
"1","downloads","151","android","","","","","","","2021-01-03"
"1","downloads","201","android","","","","","","","2021-01-03"
"1","downloads","182","android","","","","","","","2021-01-03"
"1","downloads","181","android","","","","","","","2021-01-03"
"1","downloads","155","android","","","","","","","2021-01-03"
"1","downloads","188","android","","","","","","","2021-01-03"
"1","downloads","176","android","","","","","","","2021-01-03"
"1","downloads","175","android","","","","","","","2021-01-03"
"1","downloads","190","android","","","","","","","2021-01-03"
"1","downloads","199","android","","","","","","","2021-01-03"
"1","downloads","192","android","","","","","","","2021-01-03"
"1","downloads","146","android","","","","","","","2021-01-03"
"1","downloads","186","android","","","","","","","2021-01-03"
"1","downloads","184","android","","","","","","","2021-01-03"
"1","downloads","180","ios","","","","","","","2021-01-03"
"1","downloads","147","ios","","","","","","","2021-01-03"
"1","downloads","148","ios","","","","","","","2021-01-03"
"1","downloads","153","ios","","","","","","","2021-01-03"
"1","downloads","154","ios","","","","","","","2021-01-03"
"1","downloads","156","ios","","","","","","","2021-01-03"
"1","downloads","157","ios","","","","","","","2021-01-03"
"1","downloads","158","ios","","","","","","","2021-01-03"
"1","downloads","159","ios","","","","","","","2021-01-03"
"1","downloads","162","ios","","","","","","","2021-01-03"
"1","downloads","163","ios","","","","","","","2021-01-03"
