"funnel_step","funnel_name","user_ids","platform","age_range","total_usd","rides","cancellations","total_reviews","avg_rating","daily_date"
"3","rides_requested","116678","ios","35-44","","1","0","","","2021-12-18"
"3","rides_requested","116621","ios","35-44","","1","0","","","2021-12-18"
"3","rides_requested","116578","ios","35-44","","1","0","","","2021-12-18"
"3","rides_requested","116699","ios","35-44","","1","0","","","2021-12-18"
"3","rides_requested","116670","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","116743","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","116752","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","116953","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","116958","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","116898","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","116893","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","116951","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","116625","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","109092","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","109743","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","106838","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","106624","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","106964","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","107655","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","115330","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","114847","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","114863","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","114868","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","114883","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","114896","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","114759","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","114915","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","114940","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","114697","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","114675","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","114997","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","115009","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","114637","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","114595","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","115064","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","115126","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","115139","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","115144","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","115171","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","114498","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","114447","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","115360","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","115372","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","100953","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","100741","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","101991","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","101932","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","102141","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","115850","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","115765","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","116157","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","115680","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","116131","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","116119","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","116107","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","116382","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","115595","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","115753","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","116449","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","116454","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","116504","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","116447","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","115423","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","116202","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","116527","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","115707","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","115963","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","116497","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","116410","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","115589","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","116249","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","116549","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","115406","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","116433","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","113092","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","112326","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","112534","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","110084","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","110913","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","110399","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","110987","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","110957","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","113806","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","114257","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","113747","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","114040","ios","45-54","","1","0","","","2021-12-18"
"3","rides_requested","113465","ios","45-54","","1","1","","","2021-12-18"
"3","rides_requested","113875","ios","45-54","","1","0","","","2021-12-18"
