"funnel_step","funnel_name","user_ids","platform","age_range","total_usd","rides","cancellations","total_reviews","avg_rating","daily_date"
"3","rides_requested","109267","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","109364","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","109909","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","109438","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","108942","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","109547","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","109633","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","109802","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","109897","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","109927","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","109354","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","109573","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","100499","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","100000","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","100877","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","107137","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","107532","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","107236","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","107836","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","108061","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","108736","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","108292","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","108801","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","108347","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","108376","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","108199","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","108305","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","107751","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","108188","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","107933","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","108776","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","108275","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","107781","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","111201","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","111168","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","111560","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","111559","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","111117","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","111092","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","111605","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","111029","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","111576","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","111370","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","111356","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","111354","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","111211","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","111419","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","111163","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","111614","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","104993","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","105383","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","105527","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","104689","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","104883","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","105281","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","105868","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","106380","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","105620","android","Unknown","","1","1","","","2021-08-30"
"3","rides_requested","106448","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","106135","android","Unknown","","1","0","","","2021-08-30"
"3","rides_requested","106028","android","Unknown","","1","0","","","2021-08-30"
