"funnel_step","funnel_name","user_ids","platform","age_range","total_usd","rides","cancellations","total_reviews","avg_rating","daily_date"
"4","rides_completed","115150","ios","25-34","12","1","0","1","1.00000000000000000000","2022-01-02"
"4","rides_completed","115120","ios","25-34","14","1","0","0","","2022-01-02"
"4","rides_completed","116021","ios","25-34","19","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","115220","ios","25-34","25","1","0","0","","2022-01-02"
"4","rides_completed","114080","ios","25-34","16","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","114977","ios","25-34","22","1","0","1","1.00000000000000000000","2022-01-02"
"4","rides_completed","115965","ios","25-34","13","1","0","1","3.0000000000000000","2022-01-02"
"4","rides_completed","115298","ios","25-34","14","1","0","1","2.0000000000000000","2022-01-02"
"4","rides_completed","114944","ios","25-34","28","1","0","0","","2022-01-02"
"4","rides_completed","115950","ios","25-34","26","1","0","1","5.0000000000000000","2022-01-02"
"4","rides_completed","115342","ios","25-34","22","1","0","1","1.00000000000000000000","2022-01-02"
"4","rides_completed","114170","ios","25-34","20","1","0","1","3.0000000000000000","2022-01-02"
"4","rides_completed","114844","ios","25-34","11","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","114213","ios","25-34","23","1","0","1","3.0000000000000000","2022-01-02"
"4","rides_completed","115460","ios","25-34","15","1","0","1","1.00000000000000000000","2022-01-02"
"4","rides_completed","115461","ios","25-34","26","1","0","1","5.0000000000000000","2022-01-02"
"4","rides_completed","114797","ios","25-34","15","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","115515","ios","25-34","17","1","0","0","","2022-01-02"
"4","rides_completed","114758","ios","25-34","24","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","114235","ios","25-34","15","1","0","1","3.0000000000000000","2022-01-02"
"4","rides_completed","115560","ios","25-34","29","1","0","0","","2022-01-02"
"4","rides_completed","115563","ios","25-34","16","1","0","1","3.0000000000000000","2022-01-02"
"4","rides_completed","115848","ios","25-34","20","1","0","1","1.00000000000000000000","2022-01-02"
"4","rides_completed","114674","ios","25-34","15","1","0","1","5.0000000000000000","2022-01-02"
"4","rides_completed","114648","ios","25-34","24","1","0","1","5.0000000000000000","2022-01-02"
"4","rides_completed","115830","ios","25-34","18","1","0","1","1.00000000000000000000","2022-01-02"
"4","rides_completed","114570","ios","25-34","28","1","0","0","","2022-01-02"
"4","rides_completed","114534","ios","25-34","15","1","0","0","","2022-01-02"
"4","rides_completed","114287","ios","25-34","23","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","115814","ios","25-34","24","1","0","1","1.00000000000000000000","2022-01-02"
"4","rides_completed","114524","ios","25-34","27","1","0","1","1.00000000000000000000","2022-01-02"
"4","rides_completed","114451","ios","25-34","25","1","0","1","1.00000000000000000000","2022-01-02"
"4","rides_completed","114446","ios","25-34","23","1","0","0","","2022-01-02"
"4","rides_completed","114411","ios","25-34","11","1","0","1","5.0000000000000000","2022-01-02"
"4","rides_completed","114359","ios","25-34","30","1","0","0","","2022-01-02"
"4","rides_completed","104958","ios","25-34","14","1","0","0","","2022-01-02"
"4","rides_completed","104488","ios","25-34","19","1","0","0","","2022-01-02"
"4","rides_completed","105044","ios","25-34","29","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","104684","ios","25-34","25","1","0","0","","2022-01-02"
"4","rides_completed","104975","ios","25-34","26","1","0","0","","2022-01-02"
"4","rides_completed","107543","ios","25-34","23","1","0","1","1.00000000000000000000","2022-01-02"
"4","rides_completed","106854","ios","25-34","27","1","0","1","2.0000000000000000","2022-01-02"
"4","rides_completed","106071","ios","25-34","17","1","0","1","1.00000000000000000000","2022-01-02"
"4","rides_completed","107428","ios","25-34","26","1","0","1","2.0000000000000000","2022-01-02"
"4","rides_completed","107366","ios","25-34","17","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","106072","ios","25-34","11","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","106880","ios","25-34","11","1","0","0","","2022-01-02"
"4","rides_completed","106788","ios","25-34","21","1","0","1","5.0000000000000000","2022-01-02"
"4","rides_completed","116487","ios","25-34","17","1","0","0","","2022-01-02"
"4","rides_completed","116801","ios","25-34","14","1","0","0","","2022-01-02"
"4","rides_completed","117201","ios","25-34","23","1","0","1","1.00000000000000000000","2022-01-02"
"4","rides_completed","116524","ios","25-34","20","1","0","0","","2022-01-02"
"4","rides_completed","117495","ios","25-34","23","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","117071","ios","25-34","20","1","0","0","","2022-01-02"
"4","rides_completed","116101","ios","25-34","20","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","116817","ios","25-34","14","1","0","1","2.0000000000000000","2022-01-02"
"4","rides_completed","116363","ios","25-34","13","1","0","1","5.0000000000000000","2022-01-02"
"4","rides_completed","116413","ios","25-34","10","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","117612","ios","25-34","14","1","0","1","2.0000000000000000","2022-01-02"
"4","rides_completed","117232","ios","25-34","22","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","116130","ios","25-34","15","1","0","0","","2022-01-02"
"4","rides_completed","116364","ios","25-34","26","1","0","1","5.0000000000000000","2022-01-02"
"4","rides_completed","116545","ios","25-34","11","1","0","1","2.0000000000000000","2022-01-02"
"4","rides_completed","116258","ios","25-34","18","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","117364","ios","25-34","18","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","116345","ios","25-34","29","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","116684","ios","25-34","12","1","0","0","","2022-01-02"
"4","rides_completed","116213","ios","25-34","27","1","0","0","","2022-01-02"
"4","rides_completed","117085","ios","25-34","27","1","0","0","","2022-01-02"
"4","rides_completed","116946","ios","25-34","19","1","0","0","","2022-01-02"
"4","rides_completed","117450","ios","25-34","24","1","0","1","1.00000000000000000000","2022-01-02"
"4","rides_completed","116265","ios","25-34","17","1","0","0","","2022-01-02"
"4","rides_completed","117354","ios","25-34","26","1","0","0","","2022-01-02"
"4","rides_completed","116039","ios","25-34","14","1","0","0","","2022-01-02"
"4","rides_completed","116971","ios","25-34","21","1","0","0","","2022-01-02"
"4","rides_completed","116748","ios","25-34","20","1","0","0","","2022-01-02"
"4","rides_completed","117281","ios","25-34","16","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","117541","ios","25-34","12","1","0","1","5.0000000000000000","2022-01-02"
"4","rides_completed","116840","ios","25-34","13","1","0","1","5.0000000000000000","2022-01-02"
"4","rides_completed","116385","ios","25-34","10","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","117118","ios","25-34","13","1","0","1","1.00000000000000000000","2022-01-02"
"4","rides_completed","116418","ios","25-34","19","1","0","1","1.00000000000000000000","2022-01-02"
"4","rides_completed","117444","ios","25-34","26","1","0","0","","2022-01-02"
"4","rides_completed","116288","ios","25-34","15","1","0","0","","2022-01-02"
"4","rides_completed","116711","ios","25-34","13","1","0","1","5.0000000000000000","2022-01-02"
"4","rides_completed","117532","ios","25-34","29","1","0","0","","2022-01-02"
"4","rides_completed","117317","ios","35-44","27","1","0","1","5.0000000000000000","2022-01-02"
"4","rides_completed","116088","ios","35-44","10","1","0","0","","2022-01-02"
"4","rides_completed","116543","ios","35-44","30","1","0","1","1.00000000000000000000","2022-01-02"
"4","rides_completed","116604","ios","35-44","28","1","0","1","1.00000000000000000000","2022-01-02"
"4","rides_completed","116349","ios","35-44","22","1","0","1","1.00000000000000000000","2022-01-02"
"4","rides_completed","116282","ios","35-44","20","1","0","1","5.0000000000000000","2022-01-02"
"4","rides_completed","116115","ios","35-44","17","1","0","1","1.00000000000000000000","2022-01-02"
"4","rides_completed","117254","ios","35-44","20","1","0","0","","2022-01-02"
"4","rides_completed","116968","ios","35-44","13","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","116365","ios","35-44","30","1","0","1","5.0000000000000000","2022-01-02"
"4","rides_completed","116284","ios","35-44","14","1","0","1","1.00000000000000000000","2022-01-02"
"4","rides_completed","117263","ios","35-44","18","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","116261","ios","35-44","27","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","116049","ios","35-44","13","1","0","1","2.0000000000000000","2022-01-02"
"4","rides_completed","117326","ios","35-44","11","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","116320","ios","35-44","25","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","116589","ios","35-44","18","1","0","0","","2022-01-02"
"4","rides_completed","116472","ios","35-44","12","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","116254","ios","35-44","25","1","0","0","","2022-01-02"
"4","rides_completed","117231","ios","35-44","15","1","0","0","","2022-01-02"
"4","rides_completed","117375","ios","35-44","25","1","0","1","5.0000000000000000","2022-01-02"
"4","rides_completed","117331","ios","35-44","28","1","0","0","","2022-01-02"
"4","rides_completed","117549","ios","35-44","24","1","0","0","","2022-01-02"
"4","rides_completed","117333","ios","35-44","11","1","0","0","","2022-01-02"
"4","rides_completed","116931","ios","35-44","19","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","117369","ios","35-44","19","1","0","0","","2022-01-02"
"4","rides_completed","117409","ios","35-44","16","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","117241","ios","35-44","14","1","0","0","","2022-01-02"
"4","rides_completed","117496","ios","35-44","14","1","0","1","4.0000000000000000","2022-01-02"
"4","rides_completed","117511","ios","35-44","30","1","0","1","4.0000000000000000","2022-01-02"
