"funnel_step","funnel_name","user_ids","platform","age_range","total_usd","rides","cancellations","total_reviews","avg_rating","daily_date"
"3","rides_requested","102756","web","35-44","","1","0","","","2021-05-17"
"3","rides_requested","105414","web","35-44","","1","1","","","2021-05-17"
"3","rides_requested","104614","web","35-44","","1","0","","","2021-05-17"
"3","rides_requested","104603","web","35-44","","1","1","","","2021-05-17"
"3","rides_requested","104920","web","35-44","","1","1","","","2021-05-17"
"3","rides_requested","105545","web","35-44","","1","1","","","2021-05-17"
"3","rides_requested","104880","web","45-54","","1","0","","","2021-05-17"
"3","rides_requested","105327","web","45-54","","1","1","","","2021-05-17"
"3","rides_requested","104734","web","45-54","","1","1","","","2021-05-17"
"3","rides_requested","105524","web","45-54","","1","0","","","2021-05-17"
"3","rides_requested","105081","web","45-54","","1","0","","","2021-05-17"
"3","rides_requested","103790","web","45-54","","1","1","","","2021-05-17"
"3","rides_requested","104417","web","45-54","","1","1","","","2021-05-17"
"3","rides_requested","101441","web","45-54","","1","1","","","2021-05-17"
"3","rides_requested","106130","web","45-54","","1","1","","","2021-05-17"
"3","rides_requested","105676","web","45-54","","1","1","","","2021-05-17"
"3","rides_requested","106268","web","45-54","","1","1","","","2021-05-17"
"3","rides_requested","106264","web","Unknown","","1","1","","","2021-05-17"
"3","rides_requested","106338","web","Unknown","","1","0","","","2021-05-17"
"3","rides_requested","106083","web","Unknown","","1","1","","","2021-05-17"
"3","rides_requested","104491","web","Unknown","","1","0","","","2021-05-17"
"3","rides_requested","104848","web","Unknown","","1","1","","","2021-05-17"
"3","rides_requested","105187","web","Unknown","","1","0","","","2021-05-17"
"3","rides_requested","104711","web","Unknown","","1","1","","","2021-05-17"
"3","rides_requested","104996","web","Unknown","","1","0","","","2021-05-17"
"3","rides_requested","104351","web","Unknown","","1","1","","","2021-05-17"
"3","rides_requested","103621","web","Unknown","","1","1","","","2021-05-17"
"3","rides_requested","100550","web","Unknown","","1","0","","","2021-05-17"
"3","rides_requested","104935","android","18-24","","1","0","","","2021-05-18"
"3","rides_requested","105361","android","18-24","","1","1","","","2021-05-18"
"3","rides_requested","105057","android","18-24","","1","1","","","2021-05-18"
"3","rides_requested","105411","android","18-24","","1","1","","","2021-05-18"
"3","rides_requested","105126","android","18-24","","1","0","","","2021-05-18"
"3","rides_requested","105115","android","18-24","","1","1","","","2021-05-18"
"3","rides_requested","101660","android","18-24","","1","0","","","2021-05-18"
"3","rides_requested","105816","android","18-24","","1","1","","","2021-05-18"
"3","rides_requested","105575","android","18-24","","1","0","","","2021-05-18"
"3","rides_requested","105564","android","18-24","","1","1","","","2021-05-18"
"3","rides_requested","105598","android","18-24","","1","0","","","2021-05-18"
"3","rides_requested","106056","android","18-24","","1","0","","","2021-05-18"
"3","rides_requested","105906","android","18-24","","1","1","","","2021-05-18"
"3","rides_requested","103836","android","18-24","","1","1","","","2021-05-18"
"3","rides_requested","103820","android","18-24","","1","0","","","2021-05-18"
"3","rides_requested","104279","android","18-24","","1","1","","","2021-05-18"
"3","rides_requested","103837","android","18-24","","1","1","","","2021-05-18"
"3","rides_requested","104074","android","18-24","","1","1","","","2021-05-18"
"3","rides_requested","103620","android","18-24","","1","0","","","2021-05-18"
